ds,producto,y
2022-05-30,Producto A,84
2022-05-31,Producto A,85
2022-06-01,Producto A,85
2022-06-02,Producto A,85
2022-06-03,Producto A,85
2022-06-04,Producto A,95
2022-06-05,Producto A,95
2022-06-06,Producto A,85
2022-06-07,Producto A,85
2022-06-08,Producto A,85
2022-06-09,Producto A,85
2022-06-10,Producto A,86
2022-06-11,Producto A,96
2022-06-12,Producto A,96
2022-06-13,Producto A,86
2022-06-14,Producto A,86
2022-06-15,Producto A,86
2022-06-16,Producto A,86
2022-06-17,Producto A,86
2022-06-18,Producto A,96
2022-06-19,Producto A,96
2022-06-20,Producto A,87
2022-06-21,Producto A,87
2022-06-22,Producto A,87
2022-06-23,Producto A,87
2022-06-24,Producto A,87
2022-06-25,Producto A,97
2022-06-26,Producto A,97
2022-06-27,Producto A,87
2022-06-28,Producto A,87
2022-06-29,Producto A,87
2022-06-30,Producto A,88
2022-07-01,Producto A,88
2022-07-02,Producto A,98
2022-07-03,Producto A,98
2022-07-04,Producto A,88
2022-07-05,Producto A,88
2022-07-06,Producto A,88
2022-07-07,Producto A,88
2022-07-08,Producto A,88
2022-07-09,Producto A,98
2022-07-10,Producto A,99
2022-07-11,Producto A,89
2022-07-12,Producto A,89
2022-07-13,Producto A,89
2022-07-14,Producto A,89
2022-07-15,Producto A,89
2022-07-16,Producto A,99
2022-07-17,Producto A,99
2022-07-18,Producto A,89
2022-07-19,Producto A,89
2022-07-20,Producto A,90
2022-07-21,Producto A,90
2022-07-22,Producto A,90
2022-07-23,Producto A,100
2022-07-24,Producto A,100
2022-07-25,Producto A,90
2022-07-26,Producto A,90
2022-07-27,Producto A,90
2022-07-28,Producto A,90
2022-07-29,Producto A,90
2022-07-30,Producto A,100
2022-07-31,Producto A,100
2022-08-01,Producto A,91
2022-08-02,Producto A,91
2022-08-03,Producto A,91
2022-08-04,Producto A,91
2022-08-05,Producto A,91
2022-08-06,Producto A,100
2022-08-07,Producto A,100
2022-08-08,Producto A,91
2022-08-09,Producto A,92
2022-08-10,Producto A,92
2022-08-11,Producto A,92
2022-08-12,Producto A,92
2022-08-13,Producto A,100
2022-08-14,Producto A,100
2022-08-15,Producto A,92
2022-08-16,Producto A,92
2022-08-17,Producto A,92
2022-08-18,Producto A,92
2022-08-19,Producto A,93
2022-08-20,Producto A,100
2022-08-21,Producto A,100
2022-08-22,Producto A,93
2022-08-23,Producto A,93
2022-08-24,Producto A,93
2022-08-25,Producto A,93
2022-08-26,Producto A,93
2022-08-27,Producto A,100
2022-08-28,Producto A,100
2022-08-29,Producto A,94
2022-08-30,Producto A,94
2022-08-31,Producto A,94
2022-09-01,Producto A,94
2022-09-02,Producto A,94
2022-09-03,Producto A,100
2022-09-04,Producto A,100
2022-09-05,Producto A,94
2022-09-06,Producto A,94
2022-09-07,Producto A,94
2022-09-08,Producto A,95
2022-09-09,Producto A,95
2022-09-10,Producto A,100
2022-09-11,Producto A,100
2022-09-12,Producto A,95
2022-09-13,Producto A,95
2022-09-14,Producto A,95
2022-09-15,Producto A,95
2022-09-16,Producto A,95
2022-09-17,Producto A,100
2022-09-18,Producto A,100
2022-09-19,Producto A,96
2022-09-20,Producto A,96
2022-09-21,Producto A,96
2022-09-22,Producto A,96
2022-09-23,Producto A,96
2022-09-24,Producto A,100
2022-09-25,Producto A,100
2022-09-26,Producto A,96
2022-09-27,Producto A,96
2022-09-28,Producto A,97
2022-09-29,Producto A,97
2022-09-30,Producto A,97
2022-10-01,Producto A,100
2022-10-02,Producto A,100
2022-10-03,Producto A,97
2022-10-04,Producto A,97
2022-10-05,Producto A,97
2022-10-06,Producto A,97
2022-10-07,Producto A,97
2022-10-08,Producto A,100
2022-10-09,Producto A,100
2022-10-10,Producto A,98
2022-10-11,Producto A,98
2022-10-12,Producto A,98
2022-10-13,Producto A,98
2022-10-14,Producto A,98
2022-10-15,Producto A,100
2022-10-16,Producto A,100
2022-10-17,Producto A,98
2022-10-18,Producto A,99
2022-10-19,Producto A,99
2022-10-20,Producto A,99
2022-10-21,Producto A,99
2022-10-22,Producto A,100
2022-10-23,Producto A,100
2022-10-24,Producto A,99
2022-10-25,Producto A,99
2022-10-26,Producto A,99
2022-10-27,Producto A,99
2022-10-28,Producto A,100
2022-10-29,Producto A,100
2022-10-30,Producto A,100
2022-10-31,Producto A,100
2022-11-01,Producto A,100
2022-11-02,Producto A,100
2022-11-03,Producto A,100
2022-11-04,Producto A,100
2022-11-05,Producto A,100
2022-11-06,Producto A,100
2022-11-07,Producto A,100
2022-11-08,Producto A,100
2022-11-09,Producto A,100
2022-11-10,Producto A,100
2022-11-11,Producto A,100
2022-11-12,Producto A,100
2022-11-13,Producto A,100
2022-11-14,Producto A,100
2022-11-15,Producto A,100
2022-11-16,Producto A,100
2022-11-17,Producto A,100
2022-11-18,Producto A,100
2022-11-19,Producto A,100
2022-11-20,Producto A,100
2022-11-21,Producto A,100
2022-11-22,Producto A,100
2022-11-23,Producto A,100
2022-11-24,Producto A,100
2022-11-25,Producto A,100
2022-11-26,Producto A,100
2022-11-27,Producto A,100
2022-11-28,Producto A,100
2022-11-29,Producto A,100
2022-11-30,Producto A,100
2022-12-01,Producto A,100
2022-12-02,Producto A,100
2022-12-03,Producto A,100
2022-12-04,Producto A,100
2022-12-05,Producto A,100
2022-12-06,Producto A,100
2022-12-07,Producto A,100
2022-12-08,Producto A,100
2022-12-09,Producto A,100
2022-12-10,Producto A,100
2022-12-11,Producto A,100
2022-12-12,Producto A,100
2022-12-13,Producto A,100
2022-12-14,Producto A,100
2022-12-15,Producto A,100
2022-12-16,Producto A,100
2022-12-17,Producto A,100
2022-12-18,Producto A,100
2022-12-19,Producto A,100
2022-12-20,Producto A,100
2022-12-21,Producto A,100
2022-12-22,Producto A,100
2022-12-23,Producto A,100
2022-12-24,Producto A,100
2022-12-25,Producto A,100
2022-12-26,Producto A,100
2022-12-27,Producto A,100
2022-12-28,Producto A,100
2022-12-29,Producto A,100
2022-12-30,Producto A,100
2022-12-31,Producto A,100
2023-01-01,Producto A,100
2023-01-02,Producto A,100
2023-01-03,Producto A,100
2023-01-04,Producto A,100
2023-01-05,Producto A,100
2023-01-06,Producto A,100
2023-01-07,Producto A,100
2023-01-08,Producto A,100
2023-01-09,Producto A,100
2023-01-10,Producto A,100
2023-01-11,Producto A,100
2023-01-12,Producto A,100
2023-01-13,Producto A,100
2023-01-14,Producto A,100
2023-01-15,Producto A,100
2023-01-16,Producto A,100
2023-01-17,Producto A,100
2023-01-18,Producto A,100
2023-01-19,Producto A,100
2023-01-20,Producto A,100
2023-01-21,Producto A,100
2023-01-22,Producto A,100
2023-01-23,Producto A,100
2023-01-24,Producto A,100
2023-01-25,Producto A,100
2023-01-26,Producto A,100
2023-01-27,Producto A,100
2023-01-28,Producto A,100
2023-01-29,Producto A,100
2023-01-30,Producto A,100
2023-01-31,Producto A,100
2023-02-01,Producto A,100
2023-02-02,Producto A,100
2023-02-03,Producto A,100
2023-02-04,Producto A,100
2023-02-05,Producto A,100
2023-02-06,Producto A,100
2023-02-07,Producto A,100
2023-02-08,Producto A,100
2023-02-09,Producto A,100
2023-02-10,Producto A,100
2023-02-11,Producto A,100
2023-02-12,Producto A,100
2023-02-13,Producto A,100
2023-02-14,Producto A,100
2023-02-15,Producto A,100
2023-02-16,Producto A,100
2023-02-17,Producto A,100
2023-02-18,Producto A,100
2023-02-19,Producto A,100
2023-02-20,Producto A,100
2023-02-21,Producto A,100
2023-02-22,Producto A,100
2023-02-23,Producto A,100
2023-02-24,Producto A,100
2023-02-25,Producto A,100
2023-02-26,Producto A,100
2023-02-27,Producto A,100
2023-02-28,Producto A,100
2023-03-01,Producto A,100
2023-03-02,Producto A,100
2023-03-03,Producto A,100
2023-03-04,Producto A,100
2023-03-05,Producto A,100
2023-03-06,Producto A,100
2023-03-07,Producto A,100
2023-03-08,Producto A,100
2023-03-09,Producto A,100
2023-03-10,Producto A,100
2023-03-11,Producto A,100
2023-03-12,Producto A,100
2023-03-13,Producto A,100
2023-03-14,Producto A,100
2023-03-15,Producto A,100
2023-03-16,Producto A,100
2023-03-17,Producto A,100
2023-03-18,Producto A,100
2023-03-19,Producto A,100
2023-03-20,Producto A,100
2023-03-21,Producto A,100
2023-03-22,Producto A,100
2023-03-23,Producto A,100
2023-03-24,Producto A,100
2023-03-25,Producto A,100
2023-03-26,Producto A,100
2023-03-27,Producto A,100
2023-03-28,Producto A,100
2023-03-29,Producto A,100
2023-03-30,Producto A,100
2023-03-31,Producto A,100
2023-04-01,Producto A,100
2023-04-02,Producto A,100
2023-04-03,Producto A,100
2023-04-04,Producto A,100
2023-04-05,Producto A,100
2023-04-06,Producto A,100
2023-04-07,Producto A,100
2023-04-08,Producto A,100
2023-04-09,Producto A,100
2023-04-10,Producto A,100
2023-04-11,Producto A,100
2023-04-12,Producto A,100
2023-04-13,Producto A,100
2023-04-14,Producto A,100
2023-04-15,Producto A,100
2023-04-16,Producto A,100
2023-04-17,Producto A,100
2023-04-18,Producto A,100
2023-04-19,Producto A,100
2023-04-20,Producto A,100
2023-04-21,Producto A,100
2023-04-22,Producto A,100
2023-04-23,Producto A,100
2023-04-24,Producto A,100
2023-04-25,Producto A,100
2023-04-26,Producto A,100
2023-04-27,Producto A,100
2023-04-28,Producto A,100
2023-04-29,Producto A,100
2023-04-30,Producto A,100
2023-05-01,Producto A,100
2023-05-02,Producto A,100
2023-05-03,Producto A,100
2023-05-04,Producto A,100
2023-05-05,Producto A,100
2023-05-06,Producto A,100
2023-05-07,Producto A,100
2023-05-08,Producto A,100
2023-05-09,Producto A,100
2023-05-10,Producto A,100
2023-05-11,Producto A,100
2023-05-12,Producto A,100
2023-05-13,Producto A,100
2023-05-14,Producto A,100
2023-05-15,Producto A,100
2023-05-16,Producto A,100
2023-05-17,Producto A,100
2023-05-18,Producto A,100
2023-05-19,Producto A,100
2023-05-20,Producto A,100
2023-05-21,Producto A,100
2023-05-22,Producto A,100
2023-05-23,Producto A,100
2023-05-24,Producto A,100
2023-05-25,Producto A,100
2023-05-26,Producto A,100
2023-05-27,Producto A,100
2023-05-28,Producto A,100
2023-05-29,Producto A,100
2023-05-30,Producto A,100
2023-05-31,Producto A,100
2023-06-01,Producto A,100
2023-06-02,Producto A,100
2023-06-03,Producto A,100
2023-06-04,Producto A,100
2023-06-05,Producto A,100
2023-06-06,Producto A,100
2023-06-07,Producto A,100
2023-06-08,Producto A,100
2023-06-09,Producto A,100
2023-06-10,Producto A,100
2023-06-11,Producto A,100
2023-06-12,Producto A,100
2023-06-13,Producto A,100
2023-06-14,Producto A,100
2023-06-15,Producto A,100
2023-06-16,Producto A,100
2023-06-17,Producto A,100
2023-06-18,Producto A,100
2023-06-19,Producto A,100
2023-06-20,Producto A,100
2023-06-21,Producto A,100
2023-06-22,Producto A,100
2023-06-23,Producto A,100
2023-06-24,Producto A,100
2023-06-25,Producto A,100
2023-06-26,Producto A,100
2023-06-27,Producto A,100
2023-06-28,Producto A,100
2023-06-29,Producto A,100
2023-06-30,Producto A,100
2023-07-01,Producto A,100
2023-07-02,Producto A,100
2023-07-03,Producto A,100
2023-07-04,Producto A,100
2023-07-05,Producto A,100
2023-07-06,Producto A,100
2023-07-07,Producto A,100
2023-07-08,Producto A,100
2023-07-09,Producto A,100
2023-07-10,Producto A,100
2023-07-11,Producto A,100
2023-07-12,Producto A,100
2023-07-13,Producto A,100
2023-07-14,Producto A,100
2023-07-15,Producto A,100
2023-07-16,Producto A,100
2023-07-17,Producto A,100
2023-07-18,Producto A,100
2023-07-19,Producto A,100
2023-07-20,Producto A,100
2023-07-21,Producto A,100
2023-07-22,Producto A,100
2023-07-23,Producto A,100
2023-07-24,Producto A,100
2023-07-25,Producto A,100
2023-07-26,Producto A,100
2023-07-27,Producto A,100
2023-07-28,Producto A,100
2023-07-29,Producto A,100
2023-07-30,Producto A,100
2023-07-31,Producto A,100
2023-08-01,Producto A,100
2023-08-02,Producto A,100
2023-08-03,Producto A,100
2023-08-04,Producto A,100
2023-08-05,Producto A,100
2023-08-06,Producto A,100
2023-08-07,Producto A,100
2023-08-08,Producto A,100
2023-08-09,Producto A,100
2023-08-10,Producto A,100
2023-08-11,Producto A,100
2023-08-12,Producto A,100
2023-08-13,Producto A,100
2023-08-14,Producto A,100
2023-08-15,Producto A,100
2023-08-16,Producto A,100
2023-08-17,Producto A,100
2023-08-18,Producto A,100
2023-08-19,Producto A,100
2023-08-20,Producto A,100
2023-08-21,Producto A,100
2023-08-22,Producto A,100
2023-08-23,Producto A,100
2023-08-24,Producto A,100
2023-08-25,Producto A,100
2023-08-26,Producto A,100
2023-08-27,Producto A,100
2023-08-28,Producto A,100
2023-08-29,Producto A,100
2023-08-30,Producto A,100
2023-08-31,Producto A,100
2023-09-01,Producto A,100
2023-09-02,Producto A,100
2023-09-03,Producto A,100
2023-09-04,Producto A,100
2023-09-05,Producto A,100
2023-09-06,Producto A,100
2023-09-07,Producto A,100
2023-09-08,Producto A,100
2023-09-09,Producto A,100
2023-09-10,Producto A,100
2023-09-11,Producto A,100
2023-09-12,Producto A,100
2023-09-13,Producto A,100
2023-09-14,Producto A,100
2023-09-15,Producto A,100
2023-09-16,Producto A,100
2023-09-17,Producto A,100
2023-09-18,Producto A,100
2023-09-19,Producto A,100
2023-09-20,Producto A,100
2023-09-21,Producto A,100
2023-09-22,Producto A,100
2023-09-23,Producto A,100
2023-09-24,Producto A,100
2023-09-25,Producto A,100
2023-09-26,Producto A,100
2023-09-27,Producto A,100
2023-09-28,Producto A,100
2023-09-29,Producto A,100
2023-09-30,Producto A,100
2023-10-01,Producto A,100
2023-10-02,Producto A,100
2023-10-03,Producto A,100
2023-10-04,Producto A,100
2023-10-05,Producto A,100
2023-10-06,Producto A,100
2023-10-07,Producto A,100
2023-10-08,Producto A,100
2023-10-09,Producto A,100
2023-10-10,Producto A,100
2023-10-11,Producto A,100
2023-10-12,Producto A,100
2023-10-13,Producto A,100
2023-10-14,Producto A,100
2023-10-15,Producto A,100
2023-10-16,Producto A,100
2023-10-17,Producto A,100
2023-10-18,Producto A,100
2023-10-19,Producto A,100
2023-10-20,Producto A,100
2023-10-21,Producto A,100
2023-10-22,Producto A,100
2023-10-23,Producto A,100
2023-10-24,Producto A,100
2023-10-25,Producto A,100
2023-10-26,Producto A,100
2023-10-27,Producto A,100
2023-10-28,Producto A,100
2023-10-29,Producto A,100
2023-10-30,Producto A,100
2023-10-31,Producto A,100
2023-11-01,Producto A,100
2023-11-02,Producto A,100
2023-11-03,Producto A,100
2023-11-04,Producto A,100
2023-11-05,Producto A,100
2023-11-06,Producto A,100
2023-11-07,Producto A,100
2023-11-08,Producto A,100
2023-11-09,Producto A,100
2023-11-10,Producto A,100
2023-11-11,Producto A,100
2023-11-12,Producto A,100
2023-11-13,Producto A,100
2023-11-14,Producto A,100
2023-11-15,Producto A,100
2023-11-16,Producto A,100
2023-11-17,Producto A,100
2023-11-18,Producto A,100
2023-11-19,Producto A,100
2023-11-20,Producto A,100
2023-11-21,Producto A,100
2023-11-22,Producto A,100
2023-11-23,Producto A,100
2023-11-24,Producto A,100
2023-11-25,Producto A,100
2023-11-26,Producto A,100
2023-11-27,Producto A,100
2023-11-28,Producto A,100
2023-11-29,Producto A,100
2023-11-30,Producto A,100
2023-12-01,Producto A,100
2023-12-02,Producto A,100
2023-12-03,Producto A,100
2023-12-04,Producto A,100
2023-12-05,Producto A,100
2023-12-06,Producto A,100
2023-12-07,Producto A,100
2023-12-08,Producto A,100
2023-12-09,Producto A,100
2023-12-10,Producto A,100
2023-12-11,Producto A,100
2023-12-12,Producto A,100
2023-12-13,Producto A,100
2023-12-14,Producto A,100
2023-12-15,Producto A,100
2023-12-16,Producto A,100
2023-12-17,Producto A,100
2023-12-18,Producto A,100
2023-12-19,Producto A,100
2023-12-20,Producto A,100
2023-12-21,Producto A,100
2023-12-22,Producto A,100
2023-12-23,Producto A,100
2023-12-24,Producto A,100
2023-12-25,Producto A,100
2023-12-26,Producto A,100
2023-12-27,Producto A,100
2023-12-28,Producto A,100
2023-12-29,Producto A,100
2023-12-30,Producto A,100
2023-12-31,Producto A,100
2022-01-01,Producto B,85
2022-01-02,Producto B,85
2022-01-03,Producto B,75
2022-01-04,Producto B,75
2022-01-05,Producto B,75
2022-01-06,Producto B,75
2022-01-07,Producto B,75
2022-01-08,Producto B,85
2022-01-09,Producto B,85
2022-01-10,Producto B,75
2022-01-11,Producto B,75
2022-01-12,Producto B,75
2022-01-13,Producto B,75
2022-01-14,Producto B,75
2022-01-15,Producto B,85
2022-01-16,Producto B,86
2022-01-17,Producto B,76
2022-01-18,Producto B,76
2022-01-19,Producto B,76
2022-01-20,Producto B,76
2022-01-21,Producto B,76
2022-01-22,Producto B,86
2022-01-23,Producto B,86
2022-01-24,Producto B,76
2022-01-25,Producto B,76
2022-01-26,Producto B,76
2022-01-27,Producto B,76
2022-01-28,Producto B,76
2022-01-29,Producto B,86
2022-01-30,Producto B,87
2022-01-31,Producto B,77
2022-02-01,Producto B,77
2022-02-02,Producto B,77
2022-02-03,Producto B,77
2022-02-04,Producto B,77
2022-02-05,Producto B,87
2022-02-06,Producto B,87
2022-02-07,Producto B,77
2022-02-08,Producto B,77
2022-02-09,Producto B,77
2022-02-10,Producto B,77
2022-02-11,Producto B,77
2022-02-12,Producto B,87
2022-02-13,Producto B,88
2022-02-14,Producto B,78
2022-02-15,Producto B,78
2022-02-16,Producto B,78
2022-02-17,Producto B,78
2022-02-18,Producto B,78
2022-02-19,Producto B,88
2022-02-20,Producto B,88
2022-02-21,Producto B,78
2022-02-22,Producto B,78
2022-02-23,Producto B,78
2022-02-24,Producto B,78
2022-02-25,Producto B,78
2022-02-26,Producto B,88
2022-02-27,Producto B,88
2022-02-28,Producto B,79
2022-03-01,Producto B,79
2022-03-02,Producto B,79
2022-03-03,Producto B,79
2022-03-04,Producto B,79
2022-03-05,Producto B,89
2022-03-06,Producto B,89
2022-03-07,Producto B,79
2022-03-08,Producto B,79
2022-03-09,Producto B,79
2022-03-10,Producto B,79
2022-03-11,Producto B,79
2022-03-12,Producto B,89
2022-03-13,Producto B,89
2022-03-14,Producto B,80
2022-03-15,Producto B,80
2022-03-16,Producto B,80
2022-03-17,Producto B,80
2022-03-18,Producto B,80
2022-03-19,Producto B,90
2022-03-20,Producto B,90
2022-03-21,Producto B,80
2022-03-22,Producto B,80
2022-03-23,Producto B,80
2022-03-24,Producto B,80
2022-03-25,Producto B,80
2022-03-26,Producto B,90
2022-03-27,Producto B,90
2022-03-28,Producto B,81
2022-03-29,Producto B,81
2022-03-30,Producto B,81
2022-03-31,Producto B,81
2022-04-01,Producto B,81
2022-04-02,Producto B,91
2022-04-03,Producto B,91
2022-04-04,Producto B,81
2022-04-05,Producto B,81
2022-04-06,Producto B,81
2022-04-07,Producto B,81
2022-04-08,Producto B,81
2022-04-09,Producto B,91
2022-04-10,Producto B,91
2022-04-11,Producto B,82
2022-04-12,Producto B,82
2022-04-13,Producto B,82
2022-04-14,Producto B,82
2022-04-15,Producto B,82
2022-04-16,Producto B,92
2022-04-17,Producto B,92
2022-04-18,Producto B,82
2022-04-19,Producto B,82
2022-04-20,Producto B,82
2022-04-21,Producto B,82
2022-04-22,Producto B,82
2022-04-23,Producto B,92
2022-04-24,Producto B,92
2022-04-25,Producto B,82
2022-04-26,Producto B,83
2022-04-27,Producto B,83
2022-04-28,Producto B,83
2022-04-29,Producto B,83
2022-04-30,Producto B,93
2022-05-01,Producto B,93
2022-05-02,Producto B,83
2022-05-03,Producto B,83
2022-05-04,Producto B,83
2022-05-05,Producto B,83
2022-05-06,Producto B,83
2022-05-07,Producto B,93
2022-05-08,Producto B,93
2022-05-09,Producto B,83
2022-05-10,Producto B,84
2022-05-11,Producto B,84
2022-05-12,Producto B,84
2022-05-13,Producto B,84
2022-05-14,Producto B,94
2022-05-15,Producto B,94
2022-05-16,Producto B,84
2022-05-17,Producto B,84
2022-05-18,Producto B,84
2022-05-19,Producto B,84
2022-05-20,Producto B,84
2022-05-21,Producto B,94
2022-05-22,Producto B,94
2022-05-23,Producto B,84
2022-05-24,Producto B,85
2022-05-25,Producto B,85
2022-05-26,Producto B,85
2022-05-27,Producto B,85
2022-05-28,Producto B,95
2022-05-29,Producto B,95
2022-05-30,Producto B,85
2022-05-31,Producto B,85
2022-06-01,Producto B,85
2022-06-02,Producto B,85
2022-06-03,Producto B,85
2022-06-04,Producto B,95
2022-06-05,Producto B,95
2022-06-06,Producto B,85
2022-06-07,Producto B,85
2022-06-08,Producto B,86
2022-06-09,Producto B,86
2022-06-10,Producto B,86
2022-06-11,Producto B,96
2022-06-12,Producto B,96
2022-06-13,Producto B,86
2022-06-14,Producto B,86
2022-06-15,Producto B,86
2022-06-16,Producto B,86
2022-06-17,Producto B,86
2022-06-18,Producto B,96
2022-06-19,Producto B,96
2022-06-20,Producto B,86
2022-06-21,Producto B,86
2022-06-22,Producto B,87
2022-06-23,Producto B,87
2022-06-24,Producto B,87
2022-06-25,Producto B,97
2022-06-26,Producto B,97
2022-06-27,Producto B,87
2022-06-28,Producto B,87
2022-06-29,Producto B,87
2022-06-30,Producto B,87
2022-07-01,Producto B,87
2022-07-02,Producto B,97
2022-07-03,Producto B,97
2022-07-04,Producto B,87
2022-07-05,Producto B,87
2022-07-06,Producto B,88
2022-07-07,Producto B,88
2022-07-08,Producto B,88
2022-07-09,Producto B,98
2022-07-10,Producto B,98
2022-07-11,Producto B,88
2022-07-12,Producto B,88
2022-07-13,Producto B,88
2022-07-14,Producto B,88
2022-07-15,Producto B,88
2022-07-16,Producto B,98
2022-07-17,Producto B,98
2022-07-18,Producto B,88
2022-07-19,Producto B,88
2022-07-20,Producto B,89
2022-07-21,Producto B,89
2022-07-22,Producto B,89
2022-07-23,Producto B,99
2022-07-24,Producto B,99
2022-07-25,Producto B,89
2022-07-26,Producto B,89
2022-07-27,Producto B,89
2022-07-28,Producto B,89
2022-07-29,Producto B,89
2022-07-30,Producto B,99
2022-07-31,Producto B,99
2022-08-01,Producto B,89
2022-08-02,Producto B,89
2022-08-03,Producto B,89
2022-08-04,Producto B,90
2022-08-05,Producto B,90
2022-08-06,Producto B,100
2022-08-07,Producto B,100
2022-08-08,Producto B,90
2022-08-09,Producto B,90
2022-08-10,Producto B,90
2022-08-11,Producto B,90
2022-08-12,Producto B,90
2022-08-13,Producto B,100
2022-08-14,Producto B,100
2022-08-15,Producto B,90
2022-08-16,Producto B,90
2022-08-17,Producto B,90
2022-08-18,Producto B,91
2022-08-19,Producto B,91
2022-08-20,Producto B,100
2022-08-21,Producto B,100
2022-08-22,Producto B,91
2022-08-23,Producto B,91
2022-08-24,Producto B,91
2022-08-25,Producto B,91
2022-08-26,Producto B,91
2022-08-27,Producto B,100
2022-08-28,Producto B,100
2022-08-29,Producto B,91
2022-08-30,Producto B,91
2022-08-31,Producto B,91
2022-09-01,Producto B,92
2022-09-02,Producto B,92
2022-09-03,Producto B,100
2022-09-04,Producto B,100
2022-09-05,Producto B,92
2022-09-06,Producto B,92
2022-09-07,Producto B,92
2022-09-08,Producto B,92
2022-09-09,Producto B,92
2022-09-10,Producto B,100
2022-09-11,Producto B,100
2022-09-12,Producto B,92
2022-09-13,Producto B,92
2022-09-14,Producto B,92
2022-09-15,Producto B,92
2022-09-16,Producto B,93
2022-09-17,Producto B,100
2022-09-18,Producto B,100
2022-09-19,Producto B,93
2022-09-20,Producto B,93
2022-09-21,Producto B,93
2022-09-22,Producto B,93
2022-09-23,Producto B,93
2022-09-24,Producto B,100
2022-09-25,Producto B,100
